,Minisector,Lap,Compound,TyreLife,Speed,Distance,Piting,TrackStatus,Driver,LapTime,Speed-1
85,9,2,0,2.0,301.6136363636364,9973.11416666667,0.0,0.0,4,84.115,255.28846153846155
86,9,2,0,2.0,304.1818181818182,9972.448611111115,0.0,0.0,5,83.367,250.33962264150944
87,9,2,0,2.0,303.7906976744186,9977.417777777784,0.0,0.0,7,83.88,254.03773584905662
88,9,2,0,2.0,306.1363636363636,9971.837222222226,0.0,0.0,8,83.993,251.8653846153846
89,9,2,0,2.0,301.22222222222223,9977.224444444453,0.0,0.0,9,85.046,250.54716981132074
90,10,2,1,2.0,211.20967741935485,10399.433611111115,0.0,0.0,3,84.745,299.46666666666664
91,10,2,1,2.0,213.1639344262295,10393.873611111116,0.0,0.0,6,84.318,294.4782608695652
92,10,2,0,2.0,217.40983606557376,10392.07583333333,0.0,0.0,0,83.68,303.02272727272725
93,10,2,0,2.0,218.63934426229508,10401.519166666674,0.0,0.0,1,83.266,304.6363636363636
94,10,2,0,2.0,215.53968253968253,10401.563333333337,0.0,0.0,2,84.253,298.90909090909093
95,10,2,0,2.0,216.46774193548387,10401.618611111116,0.0,0.0,4,84.115,301.6136363636364
96,10,2,0,2.0,216.50819672131146,10394.777777777781,0.0,0.0,5,83.367,304.1818181818182
97,10,2,0,2.0,217.75,10387.60333333334,0.0,0.0,7,83.88,303.7906976744186
98,10,2,0,2.0,218.63934426229508,10394.114722222226,0.0,0.0,8,83.993,306.1363636363636
99,10,2,0,2.0,212.12698412698413,10400.933888888898,0.0,0.0,9,85.046,301.22222222222223
100,11,2,1,2.0,183.986301369863,10825.848888888895,0.0,0.0,3,84.745,211.20967741935485
101,11,2,1,2.0,183.95945945945945,10827.015555555561,0.0,0.0,6,84.318,213.1639344262295
102,11,2,0,2.0,184.67123287671234,10827.802777777777,0.0,0.0,0,83.68,217.40983606557376
103,11,2,0,2.0,187.81690140845072,10825.052222222235,0.0,0.0,1,83.266,218.63934426229508
104,11,2,0,2.0,184.52777777777777,10825.684444444447,0.0,0.0,2,84.253,215.53968253968253
105,11,2,0,2.0,181.36486486486487,10827.567500000001,0.0,0.0,4,84.115,216.46774193548387
106,11,2,0,2.0,189.7605633802817,10823.769722222223,0.0,0.0,5,83.367,216.50819672131146
107,11,2,0,2.0,187.34246575342465,10825.022777777787,0.0,0.0,7,83.88,217.75
108,11,2,0,2.0,187.13888888888889,10827.430833333337,0.0,0.0,8,83.993,218.63934426229508
109,11,2,0,2.0,182.36986301369862,10828.020277777785,0.0,0.0,9,85.046,212.12698412698413
110,12,2,1,2.0,201.1076923076923,11242.408888888895,0.0,0.0,3,84.745,183.986301369863
111,12,2,1,2.0,205.27692307692308,11251.23611111111,0.0,0.0,6,84.318,183.95945945945945
112,12,2,0,2.0,206.46875,11248.17138888889,0.0,0.0,0,83.68,184.67123287671234
113,12,2,0,2.0,204.5076923076923,11249.216944444453,0.0,0.0,1,83.266,187.81690140845072
114,12,2,0,2.0,201.3030303030303,11245.999722222226,0.0,0.0,2,84.253,184.52777777777777
115,12,2,0,2.0,208.203125,11251.545277777783,0.0,0.0,4,84.115,181.36486486486487
116,12,2,0,2.0,205.35384615384615,11247.486944444447,0.0,0.0,5,83.367,189.7605633802817
117,12,2,0,2.0,202.875,11244.160000000013,0.0,0.0,7,83.88,187.34246575342465
118,12,2,0,2.0,201.1076923076923,11244.023888888893,0.0,0.0,8,83.993,187.13888888888889
119,12,2,0,2.0,196.6417910447761,11247.135000000006,0.0,0.0,9,85.046,182.36986301369862
120,13,2,1,2.0,190.98275862068965,11594.051388888895,0.0,0.0,3,84.745,201.1076923076923
121,13,2,1,2.0,192.43859649122808,11590.887777777778,0.0,0.0,6,84.318,205.27692307692308
122,13,2,0,2.0,186.76785714285714,11584.957222222223,0.0,0.0,0,83.68,206.46875
123,13,2,0,2.0,190.73684210526315,11590.871944444454,0.0,0.0,1,83.266,204.5076923076923
124,13,2,0,2.0,191.74137931034483,11596.915277777778,0.0,0.0,2,84.253,201.3030303030303
125,13,2,0,2.0,190.78181818181818,11588.851388888896,0.0,0.0,4,84.115,208.203125
126,13,2,0,2.0,193.55172413793105,11599.794444444447,0.0,0.0,5,83.367,205.35384615384615
127,13,2,0,2.0,190.01724137931035,11593.43555555557,0.0,0.0,7,83.88,202.875
128,13,2,0,2.0,189.17241379310346,11596.343055555557,0.0,0.0,8,83.993,201.1076923076923
129,13,2,0,2.0,192.10169491525423,11609.214722222227,0.0,0.0,9,85.046,196.6417910447761
130,1,3,1,3.0,251.85714285714286,12947.949166666675,0.0,0.0,3,138.312,190.98275862068965
131,1,3,1,3.0,241.78571428571428,12946.162777777785,0.0,0.0,6,149.145,192.43859649122808
132,1,3,0,3.0,248.82142857142858,12942.413055555564,0.0,0.0,0,139.228,186.76785714285714
133,1,3,0,3.0,248.22222222222223,12938.48222222223,0.0,0.0,4,123.167,190.78181818181818
134,1,3,0,3.0,246.42857142857142,12941.719166666675,0.0,0.0,8,133.955,189.17241379310346
135,1,3,0,3.0,249.46428571428572,12947.69583333334,0.0,0.0,9,128.88,192.10169491525423
136,2,3,1,3.0,137.8125,13375.241388888897,0.0,0.0,3,138.312,251.85714285714286
137,2,3,1,3.0,163.76543209876544,13374.662500000008,0.0,0.0,6,149.145,241.78571428571428
138,2,3,0,3.0,139.80208333333334,13374.266944444453,0.0,0.0,0,139.228,248.82142857142858
139,2,3,0,3.0,165.9878048780488,13371.226666666675,0.0,0.0,4,123.167,248.22222222222223
140,2,3,0,3.0,152.8068181818182,13370.59222222223,0.0,0.0,8,133.955,246.42857142857142
141,2,3,0,3.0,152.125,13375.86361111112,0.0,0.0,9,128.88,249.46428571428572
142,3,3,1,3.0,127.9326923076923,13799.081944444453,0.0,0.0,3,138.312,137.8125
