,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,Piting,LapTime-1
513,0 days 02:18:25.961000,31,88.643,50,2,,,0 days 00:00:17.877000,0 days 00:00:37.994000,0 days 00:00:32.772000,0 days 02:17:15.195000,0 days 02:17:53.189000,0 days 02:18:25.961000,292.0,305.0,214.0,306.0,False,2,36.0,False,0 days 02:16:57.318000,Alpine,OCO,0.0,True,2021-12-12 14:17:57.328,0.0,89.538
514,0 days 02:19:54.626000,31,88.665,51,2,,,0 days 00:00:17.958000,0 days 00:00:38.007000,0 days 00:00:32.700000,0 days 02:18:43.919000,0 days 02:19:21.926000,0 days 02:19:54.626000,289.0,304.0,216.0,308.0,False,2,37.0,False,0 days 02:18:25.961000,Alpine,OCO,0.0,True,2021-12-12 14:19:25.971,0.0,88.643
521,0 days 02:33:43.462000,31,88.249,58,2,,,0 days 00:00:17.774000,0 days 00:00:37.845000,0 days 00:00:32.630000,0 days 02:32:32.987000,0 days 02:33:10.832000,0 days 02:33:43.462000,292.0,309.0,216.0,311.0,True,2,44.0,False,0 days 02:32:15.213000,Alpine,OCO,0.0,False,2021-12-12 14:33:15.223,0.0,88.665
523,0 days 01:05:29.373000,16,91.14,2,1,,,0 days 00:00:18.247000,0 days 00:00:38.498000,0 days 00:00:34.395000,0 days 01:04:16.480000,0 days 01:04:54.978000,0 days 01:05:29.373000,286.0,301.0,212.0,307.0,False,0,5.0,False,0 days 01:03:58.233000,Ferrari,LEC,0.0,True,2021-12-12 13:04:58.243,0.0,91.14
524,0 days 01:07:00.283000,16,90.91,3,1,,,0 days 00:00:18.311000,0 days 00:00:37.847000,0 days 00:00:34.752000,0 days 01:05:47.684000,0 days 01:06:25.531000,0 days 01:07:00.283000,279.0,324.0,212.0,316.0,False,0,6.0,False,0 days 01:05:29.373000,Ferrari,LEC,0.0,True,2021-12-12 13:06:29.383,0.0,91.14
525,0 days 01:08:30.792000,16,90.509,4,1,,,0 days 00:00:18.179000,0 days 00:00:38.358000,0 days 00:00:33.972000,0 days 01:07:18.462000,0 days 01:07:56.820000,0 days 01:08:30.792000,280.0,303.0,209.0,318.0,False,0,7.0,False,0 days 01:07:00.283000,Ferrari,LEC,0.0,True,2021-12-12 13:08:00.293,0.0,90.91
526,0 days 01:10:01.422000,16,90.63,5,1,,,0 days 00:00:18.173000,0 days 00:00:38.624000,0 days 00:00:33.833000,0 days 01:08:48.965000,0 days 01:09:27.589000,0 days 01:10:01.422000,284.0,298.0,213.0,301.0,False,0,8.0,False,0 days 01:08:30.792000,Ferrari,LEC,0.0,True,2021-12-12 13:09:30.802,0.0,90.509
527,0 days 01:11:32.008000,16,90.586,6,1,,,0 days 00:00:18.159000,0 days 00:00:38.694000,0 days 00:00:33.733000,0 days 01:10:19.581000,0 days 01:10:58.275000,0 days 01:11:32.008000,283.0,302.0,211.0,305.0,False,0,9.0,False,0 days 01:10:01.422000,Ferrari,LEC,0.0,True,2021-12-12 13:11:01.432,0.0,90.63
528,0 days 01:13:02.328000,16,90.32,7,1,,,0 days 00:00:18.083000,0 days 00:00:38.584000,0 days 00:00:33.653000,0 days 01:11:50.091000,0 days 01:12:28.675000,0 days 01:13:02.328000,284.0,303.0,212.0,305.0,False,0,10.0,False,0 days 01:11:32.008000,Ferrari,LEC,0.0,True,2021-12-12 13:12:32.018,0.0,90.586
529,0 days 01:14:32.700000,16,90.372,8,1,,,0 days 00:00:18.146000,0 days 00:00:38.722000,0 days 00:00:33.504000,0 days 01:13:20.474000,0 days 01:13:59.196000,0 days 01:14:32.700000,,302.0,211.0,305.0,False,0,11.0,False,0 days 01:13:02.328000,Ferrari,LEC,0.0,True,2021-12-12 13:14:02.338,0.0,90.32
530,0 days 01:16:02.804000,16,90.104,9,1,,,0 days 00:00:18.161000,0 days 00:00:38.588000,0 days 00:00:33.355000,0 days 01:14:50.861000,0 days 01:15:29.449000,0 days 01:16:02.804000,286.0,301.0,210.0,304.0,False,0,12.0,False,0 days 01:14:32.700000,Ferrari,LEC,0.0,True,2021-12-12 13:15:32.710,0.0,90.372
531,0 days 01:17:33.072000,16,90.268,10,1,,,0 days 00:00:18.253000,0 days 00:00:38.715000,0 days 00:00:33.300000,0 days 01:16:21.057000,0 days 01:16:59.772000,0 days 01:17:33.072000,283.0,303.0,210.0,303.0,False,0,13.0,False,0 days 01:16:02.804000,Ferrari,LEC,0.0,True,2021-12-12 13:17:02.814,0.0,90.104
532,0 days 01:19:03.068000,16,89.996,11,1,,,0 days 00:00:18.164000,0 days 00:00:38.245000,0 days 00:00:33.587000,0 days 01:17:51.236000,0 days 01:18:29.481000,0 days 01:19:03.068000,285.0,316.0,206.0,307.0,False,0,14.0,False,0 days 01:17:33.072000,Ferrari,LEC,0.0,True,2021-12-12 13:18:33.082,0.0,90.268
533,0 days 01:20:33.449000,16,90.381,12,1,,,0 days 00:00:18.288000,0 days 00:00:38.767000,0 days 00:00:33.326000,0 days 01:19:21.356000,0 days 01:20:00.123000,0 days 01:20:33.449000,,302.0,208.0,305.0,False,0,15.0,False,0 days 01:19:03.068000,Ferrari,LEC,0.0,True,2021-12-12 13:20:03.078,0.0,89.996
534,0 days 01:22:03.772000,16,90.323,13,1,,,0 days 00:00:18.226000,0 days 00:00:38.552000,0 days 00:00:33.545000,0 days 01:20:51.675000,0 days 01:21:30.227000,0 days 01:22:03.772000,283.0,303.0,209.0,305.0,False,0,16.0,False,0 days 01:20:33.449000,Ferrari,LEC,0.0,True,2021-12-12 13:21:33.459,0.0,90.381
535,0 days 01:23:35.822000,16,92.05,14,1,,,0 days 00:00:19.540000,0 days 00:00:38.821000,0 days 00:00:33.689000,0 days 01:22:23.312000,0 days 01:23:02.133000,0 days 01:23:35.822000,250.0,314.0,207.0,330.0,False,0,17.0,False,0 days 01:22:03.772000,Ferrari,LEC,0.0,True,2021-12-12 13:23:03.782,0.0,90.323
536,0 days 01:25:09.703000,16,92.93,15,1,,0 days 01:25:08.752000,0 days 00:00:18.351000,0 days 00:00:39.191000,0 days 00:00:36.339000,0 days 01:23:54.173000,0 days 01:24:33.364000,0 days 01:25:09.703000,283.0,309.0,,301.0,False,0,18.0,False,0 days 01:23:35.822000,Ferrari,LEC,0.0,False,2021-12-12 13:24:35.832,0.010129845229599173,92.05
537,0 days 01:27:00.556000,16,89.42,16,2,0 days 01:25:31.136000,,0 days 00:00:39.261000,0 days 00:00:38.009000,0 days 00:00:33.583000,0 days 01:25:48.964000,0 days 01:26:26.973000,0 days 01:27:00.556000,281.0,317.0,214.0,303.0,False,2,,True,0 days 01:25:09.703000,Ferrari,LEC,0.0,False,2021-12-12 13:26:09.713,0.193346143090399,92.93
538,0 days 01:28:29.964000,16,89.408,17,2,,,0 days 00:00:18.398000,0 days 00:00:38.200000,0 days 00:00:32.810000,0 days 01:27:18.954000,0 days 01:27:57.154000,0 days 01:28:29.964000,286.0,295.0,211.0,318.0,False,2,,True,0 days 01:27:00.556000,Ferrari,LEC,0.0,True,2021-12-12 13:28:00.566,0.0,89.42
539,0 days 01:29:59.247000,16,89.283,18,2,,,0 days 00:00:18.068000,0 days 00:00:38.393000,0 days 00:00:32.822000,0 days 01:28:48.032000,0 days 01:29:26.425000,0 days 01:29:59.247000,284.0,300.0,210.0,301.0,False,2,,True,0 days 01:28:29.964000,Ferrari,LEC,0.0,True,2021-12-12 13:29:29.974,0.0,89.408
540,0 days 01:31:28.888000,16,89.641,19,2,,,0 days 00:00:18.198000,0 days 00:00:38.487000,0 days 00:00:32.956000,0 days 01:30:17.445000,0 days 01:30:55.932000,0 days 01:31:28.888000,282.0,300.0,210.0,302.0,False,2,,True,0 days 01:29:59.247000,Ferrari,LEC,0.0,True,2021-12-12 13:30:59.257,0.0,89.283
541,0 days 01:32:58.381000,16,89.493,20,2,,,0 days 00:00:18.169000,0 days 00:00:38.400000,0 days 00:00:32.924000,0 days 01:31:47.057000,0 days 01:32:25.457000,0 days 01:32:58.381000,284.0,304.0,210.0,308.0,False,2,,True,0 days 01:31:28.888000,Ferrari,LEC,0.0,True,2021-12-12 13:32:28.898,0.0,89.641
542,0 days 01:34:27.944000,16,89.563,21,2,,,0 days 00:00:18.158000,0 days 00:00:38.037000,0 days 00:00:33.368000,0 days 01:33:16.539000,0 days 01:33:54.576000,0 days 01:34:27.944000,285.0,329.0,211.0,315.0,False,2,,True,0 days 01:32:58.381000,Ferrari,LEC,0.0,True,2021-12-12 13:33:58.391,0.0,89.493
543,0 days 01:35:57.532000,16,89.588,22,2,,,0 days 00:00:18.069000,0 days 00:00:38.557000,0 days 00:00:32.962000,0 days 01:34:46.013000,0 days 01:35:24.570000,0 days 01:35:57.532000,,302.0,211.0,304.0,False,2,,True,0 days 01:34:27.944000,Ferrari,LEC,0.0,True,2021-12-12 13:35:27.954,0.0,89.563
544,0 days 01:37:26.911000,16,89.379,23,2,,,0 days 00:00:18.073000,0 days 00:00:38.476000,0 days 00:00:32.830000,0 days 01:36:15.605000,0 days 01:36:54.081000,0 days 01:37:26.911000,,300.0,211.0,302.0,False,2,,True,0 days 01:35:57.532000,Ferrari,LEC,0.0,True,2021-12-12 13:36:57.542,0.0,89.588
545,0 days 01:38:56.015000,16,89.104,24,2,,,0 days 00:00:17.944000,0 days 00:00:38.396000,0 days 00:00:32.764000,0 days 01:37:44.855000,0 days 01:38:23.251000,0 days 01:38:56.015000,286.0,300.0,212.0,302.0,False,2,,True,0 days 01:37:26.911000,Ferrari,LEC,0.0,True,2021-12-12 13:38:26.921,0.0,89.379
548,0 days 01:43:24.088000,16,89.215,27,2,,,0 days 00:00:18.083000,0 days 00:00:38.377000,0 days 00:00:32.755000,0 days 01:42:12.956000,0 days 01:42:51.333000,0 days 01:43:24.088000,,299.0,213.0,303.0,False,2,,True,0 days 01:41:54.873000,Ferrari,LEC,0.0,True,2021-12-12 13:42:54.883,0.0,89.104
549,0 days 01:44:53.342000,16,89.254,28,2,,,0 days 00:00:18.123000,0 days 00:00:38.221000,0 days 00:00:32.910000,0 days 01:43:42.211000,0 days 01:44:20.432000,0 days 01:44:53.342000,,302.0,213.0,303.0,False,2,,True,0 days 01:43:24.088000,Ferrari,LEC,0.0,True,2021-12-12 13:44:24.098,0.0,89.215
550,0 days 01:46:22.597000,16,89.255,29,2,,,0 days 00:00:18.186000,0 days 00:00:38.372000,0 days 00:00:32.697000,0 days 01:45:11.528000,0 days 01:45:49.900000,0 days 01:46:22.597000,282.0,299.0,212.0,302.0,False,2,,True,0 days 01:44:53.342000,Ferrari,LEC,0.0,True,2021-12-12 13:45:53.352,0.0,89.254
551,0 days 01:47:51.690000,16,89.093,30,2,,,0 days 00:00:18.089000,0 days 00:00:38.313000,0 days 00:00:32.691000,0 days 01:46:40.686000,0 days 01:47:18.999000,0 days 01:47:51.690000,285.0,302.0,214.0,303.0,False,2,,True,0 days 01:46:22.597000,Ferrari,LEC,0.0,True,2021-12-12 13:47:22.607,0.0,89.255
552,0 days 01:49:21.071000,16,89.381,31,2,,,0 days 00:00:17.983000,0 days 00:00:38.482000,0 days 00:00:32.916000,0 days 01:48:09.673000,0 days 01:48:48.155000,0 days 01:49:21.071000,287.0,304.0,213.0,303.0,False,2,,True,0 days 01:47:51.690000,Ferrari,LEC,0.0,True,2021-12-12 13:48:51.700,0.0,89.093
553,0 days 01:50:49.894000,16,88.823,32,2,,,0 days 00:00:17.978000,0 days 00:00:38.166000,0 days 00:00:32.679000,0 days 01:49:39.049000,0 days 01:50:17.215000,0 days 01:50:49.894000,286.0,302.0,211.0,302.0,False,2,,True,0 days 01:49:21.071000,Ferrari,LEC,0.0,True,2021-12-12 13:50:21.081,0.0,89.381
554,0 days 01:52:19.042000,16,89.148,33,2,,,0 days 00:00:18.071000,0 days 00:00:38.267000,0 days 00:00:32.810000,0 days 01:51:07.965000,0 days 01:51:46.232000,0 days 01:52:19.042000,,301.0,212.0,301.0,False,2,,True,0 days 01:50:49.894000,Ferrari,LEC,0.0,True,2021-12-12 13:51:49.904,0.0,88.823
555,0 days 01:53:49.092000,16,90.05,34,2,,,0 days 00:00:17.944000,0 days 00:00:38.518000,0 days 00:00:33.588000,0 days 01:52:36.986000,0 days 01:53:15.504000,0 days 01:53:49.092000,283.0,317.0,213.0,295.0,False,2,,True,0 days 01:52:19.042000,Ferrari,LEC,0.0,True,2021-12-12 13:53:19.052,0.0,89.148
559,0 days 02:00:40.337000,16,88.725,38,3,,,0 days 00:00:17.903000,0 days 00:00:38.015000,0 days 00:00:32.807000,0 days 01:59:29.515000,0 days 02:00:07.530000,0 days 02:00:40.337000,284.0,301.0,217.0,303.0,False,1,8.0,False,0 days 01:59:11.612000,Ferrari,LEC,0.0,True,2021-12-12 14:00:11.622,0.0,90.05
560,0 days 02:02:09.244000,16,88.907,39,3,,,0 days 00:00:18.022000,0 days 00:00:38.317000,0 days 00:00:32.568000,0 days 02:00:58.359000,0 days 02:01:36.676000,0 days 02:02:09.244000,283.0,302.0,215.0,302.0,False,1,9.0,False,0 days 02:00:40.337000,Ferrari,LEC,0.0,True,2021-12-12 14:01:40.347,0.0,88.725
561,0 days 02:03:37.677000,16,88.433,40,3,,,0 days 00:00:17.849000,0 days 00:00:38.016000,0 days 00:00:32.568000,0 days 02:02:27.093000,0 days 02:03:05.109000,0 days 02:03:37.677000,285.0,304.0,215.0,306.0,True,1,10.0,False,0 days 02:02:09.244000,Ferrari,LEC,0.0,True,2021-12-12 14:03:09.254,0.0,88.907
562,0 days 02:05:06.015000,16,88.338,41,3,,,0 days 00:00:17.789000,0 days 00:00:38.145000,0 days 00:00:32.404000,0 days 02:03:55.466000,0 days 02:04:33.611000,0 days 02:05:06.015000,286.0,304.0,213.0,306.0,False,1,11.0,False,0 days 02:03:37.677000,Ferrari,LEC,0.0,True,2021-12-12 14:04:37.687,0.0,88.433
563,0 days 02:06:34.744000,16,88.729,42,3,,,0 days 00:00:17.774000,0 days 00:00:38.164000,0 days 00:00:32.791000,0 days 02:05:23.789000,0 days 02:06:01.953000,0 days 02:06:34.744000,288.0,309.0,215.0,309.0,False,1,12.0,False,0 days 02:05:06.015000,Ferrari,LEC,0.0,True,2021-12-12 14:06:06.025,0.0,88.338
564,0 days 02:08:03.698000,16,88.954,43,3,,,0 days 00:00:17.959000,0 days 00:00:37.644000,0 days 00:00:33.351000,0 days 02:06:52.703000,0 days 02:07:30.347000,0 days 02:08:03.698000,290.0,322.0,215.0,326.0,False,1,13.0,False,0 days 02:06:34.744000,Ferrari,LEC,0.0,True,2021-12-12 14:07:34.754,0.0,88.729
565,0 days 02:09:32.869000,16,89.171,44,3,,,0 days 00:00:17.827000,0 days 00:00:37.581000,0 days 00:00:33.763000,0 days 02:08:21.525000,0 days 02:08:59.106000,0 days 02:09:32.869000,294.0,309.0,214.0,333.0,False,1,14.0,False,0 days 02:08:03.698000,Ferrari,LEC,0.0,True,2021-12-12 14:09:03.708,0.0,88.954
566,0 days 02:11:03.204000,16,90.335,45,3,,,0 days 00:00:17.891000,0 days 00:00:37.598000,0 days 00:00:34.846000,0 days 02:09:50.760000,0 days 02:10:28.358000,0 days 02:11:03.204000,293.0,311.0,216.0,331.0,False,1,15.0,False,0 days 02:09:32.869000,Ferrari,LEC,0.0,True,2021-12-12 14:10:32.879,0.0,89.171
567,0 days 02:12:32.186000,16,88.982,46,3,,,0 days 00:00:17.836000,0 days 00:00:37.608000,0 days 00:00:33.538000,0 days 02:11:21.040000,0 days 02:11:58.648000,0 days 02:12:32.186000,290.0,305.0,214.0,334.0,False,1,16.0,False,0 days 02:11:03.204000,Ferrari,LEC,0.0,True,2021-12-12 14:12:03.214,0.0,90.335
568,0 days 02:14:01.160000,16,88.974,47,3,,,0 days 00:00:17.816000,0 days 00:00:37.844000,0 days 00:00:33.314000,0 days 02:12:50.002000,0 days 02:13:27.846000,0 days 02:14:01.160000,293.0,311.0,215.0,330.0,False,1,17.0,False,0 days 02:12:32.186000,Ferrari,LEC,0.0,True,2021-12-12 14:13:32.196,0.0,88.982
569,0 days 02:15:29.798000,16,88.638,48,3,,,0 days 00:00:17.839000,0 days 00:00:37.839000,0 days 00:00:32.960000,0 days 02:14:18.999000,0 days 02:14:56.838000,0 days 02:15:29.798000,,316.0,214.0,326.0,False,1,18.0,False,0 days 02:14:01.160000,Ferrari,LEC,0.0,True,2021-12-12 14:15:01.170,0.0,88.974
570,0 days 02:16:58.968000,16,89.17,49,3,,,0 days 00:00:17.797000,0 days 00:00:37.824000,0 days 00:00:33.549000,0 days 02:15:47.595000,0 days 02:16:25.419000,0 days 02:16:58.968000,294.0,320.0,213.0,332.0,False,1,19.0,False,0 days 02:15:29.798000,Ferrari,LEC,0.0,True,2021-12-12 14:16:29.808,0.0,88.638
571,0 days 02:18:27.920000,16,88.952,50,3,,,0 days 00:00:17.944000,0 days 00:00:37.657000,0 days 00:00:33.351000,0 days 02:17:16.912000,0 days 02:17:54.569000,0 days 02:18:27.920000,291.0,323.0,217.0,331.0,False,1,20.0,False,0 days 02:16:58.968000,Ferrari,LEC,0.0,True,2021-12-12 14:17:58.978,0.0,89.17
572,0 days 02:19:57.918000,16,89.998,51,3,,,0 days 00:00:18.643000,0 days 00:00:38.585000,0 days 00:00:32.770000,0 days 02:18:46.563000,0 days 02:19:25.148000,0 days 02:19:57.918000,221.0,312.0,215.0,328.0,False,1,21.0,False,0 days 02:18:27.920000,Ferrari,LEC,0.0,True,2021-12-12 14:19:27.930,0.0,88.952
579,0 days 02:33:45.482000,16,89.557,58,3,,,0 days 00:00:17.742000,0 days 00:00:37.855000,0 days 00:00:33.960000,0 days 02:32:33.667000,0 days 02:33:11.522000,0 days 02:33:45.482000,294.0,309.0,203.0,306.0,False,1,28.0,False,0 days 02:32:15.925000,Ferrari,LEC,0.0,False,2021-12-12 14:33:15.935,0.0,89.998
581,0 days 01:05:36.155000,5,93.38,2,1,,,0 days 00:00:18.811000,0 days 00:00:39.399000,0 days 00:00:35.170000,0 days 01:04:21.586000,0 days 01:05:00.985000,0 days 01:05:36.155000,,280.0,214.0,302.0,False,1,2.0,True,0 days 01:04:02.775000,Aston Martin,VET,0.0,True,2021-12-12 13:05:02.785,0.0,93.38
582,0 days 01:07:08.108000,5,91.953,3,1,,,0 days 00:00:18.670000,0 days 00:00:38.325000,0 days 00:00:34.958000,0 days 01:05:54.825000,0 days 01:06:33.150000,0 days 01:07:08.108000,278.0,288.0,211.0,313.0,False,1,3.0,True,0 days 01:05:36.155000,Aston Martin,VET,0.0,True,2021-12-12 13:06:36.165,0.0,93.38
583,0 days 01:08:40.135000,5,92.027,4,1,,,0 days 00:00:18.605000,0 days 00:00:38.226000,0 days 00:00:35.196000,0 days 01:07:26.713000,0 days 01:08:04.939000,0 days 01:08:40.135000,284.0,269.0,209.0,305.0,False,1,4.0,True,0 days 01:07:08.108000,Aston Martin,VET,0.0,True,2021-12-12 13:08:08.118,0.0,91.953
584,0 days 01:10:11.365000,5,91.23,5,1,,,0 days 00:00:18.538000,0 days 00:00:38.691000,0 days 00:00:34.001000,0 days 01:08:58.673000,0 days 01:09:37.364000,0 days 01:10:11.365000,281.0,304.0,212.0,313.0,False,1,5.0,True,0 days 01:08:40.135000,Aston Martin,VET,0.0,True,2021-12-12 13:09:40.145,0.0,92.027
585,0 days 01:11:42.681000,5,91.316,6,1,,,0 days 00:00:18.473000,0 days 00:00:38.867000,0 days 00:00:33.976000,0 days 01:10:29.838000,0 days 01:11:08.705000,0 days 01:11:42.681000,272.0,290.0,211.0,299.0,False,1,6.0,True,0 days 01:10:11.365000,Aston Martin,VET,0.0,True,2021-12-12 13:11:11.375,0.0,91.23
586,0 days 01:13:13.396000,5,90.715,7,1,,,0 days 00:00:18.380000,0 days 00:00:38.558000,0 days 00:00:33.777000,0 days 01:12:01.061000,0 days 01:12:39.619000,0 days 01:13:13.396000,277.0,297.0,210.0,303.0,False,1,7.0,True,0 days 01:11:42.681000,Aston Martin,VET,0.0,True,2021-12-12 13:12:42.691,0.0,91.316
587,0 days 01:14:44.338000,5,90.942,8,1,,,0 days 00:00:18.312000,0 days 00:00:38.767000,0 days 00:00:33.863000,0 days 01:13:31.708000,0 days 01:14:10.475000,0 days 01:14:44.338000,,295.0,211.0,302.0,False,1,8.0,True,0 days 01:13:13.396000,Aston Martin,VET,0.0,True,2021-12-12 13:14:13.406,0.0,90.715
588,0 days 01:16:15.462000,5,91.124,9,1,,,0 days 00:00:18.364000,0 days 00:00:38.800000,0 days 00:00:33.960000,0 days 01:15:02.702000,0 days 01:15:41.502000,0 days 01:16:15.462000,279.0,294.0,210.0,302.0,False,1,9.0,True,0 days 01:14:44.338000,Aston Martin,VET,0.0,True,2021-12-12 13:15:44.348,0.0,90.942
589,0 days 01:17:46.417000,5,90.955,10,1,,,0 days 00:00:18.294000,0 days 00:00:38.756000,0 days 00:00:33.905000,0 days 01:16:33.756000,0 days 01:17:12.512000,0 days 01:17:46.417000,277.0,293.0,211.0,301.0,False,1,10.0,True,0 days 01:16:15.462000,Aston Martin,VET,0.0,True,2021-12-12 13:17:15.472,0.0,91.124
590,0 days 01:19:17.277000,5,90.86,11,1,,,0 days 00:00:18.343000,0 days 00:00:38.630000,0 days 00:00:33.887000,0 days 01:18:04.760000,0 days 01:18:43.390000,0 days 01:19:17.277000,278.0,295.0,210.0,301.0,False,1,11.0,True,0 days 01:17:46.417000,Aston Martin,VET,0.0,True,2021-12-12 13:18:46.427,0.0,90.955
591,0 days 01:20:48.010000,5,90.733,12,1,,,0 days 00:00:18.328000,0 days 00:00:38.724000,0 days 00:00:33.681000,0 days 01:19:35.605000,0 days 01:20:14.329000,0 days 01:20:48.010000,280.0,295.0,210.0,302.0,False,1,12.0,True,0 days 01:19:17.277000,Aston Martin,VET,0.0,True,2021-12-12 13:20:17.287,0.0,90.86
592,0 days 01:22:18.727000,5,90.717,13,1,,,0 days 00:00:18.268000,0 days 00:00:38.676000,0 days 00:00:33.773000,0 days 01:21:06.278000,0 days 01:21:44.954000,0 days 01:22:18.727000,279.0,295.0,211.0,301.0,False,1,13.0,True,0 days 01:20:48.010000,Aston Martin,VET,0.0,True,2021-12-12 13:21:48.020,0.0,90.733
593,0 days 01:23:49.222000,5,90.495,14,1,,,0 days 00:00:18.249000,0 days 00:00:38.384000,0 days 00:00:33.862000,0 days 01:22:36.976000,0 days 01:23:15.360000,0 days 01:23:49.222000,,309.0,209.0,303.0,False,1,14.0,True,0 days 01:22:18.727000,Aston Martin,VET,0.0,True,2021-12-12 13:23:18.737,0.0,90.717
594,0 days 01:25:19.970000,5,90.748,15,1,,,0 days 00:00:18.275000,0 days 00:00:38.686000,0 days 00:00:33.787000,0 days 01:24:07.497000,0 days 01:24:46.183000,0 days 01:25:19.970000,,295.0,210.0,301.0,False,1,15.0,True,0 days 01:23:49.222000,Aston Martin,VET,0.0,True,2021-12-12 13:24:49.232,0.0,90.495
595,0 days 01:26:50.565000,5,90.595,16,1,,,0 days 00:00:18.175000,0 days 00:00:38.740000,0 days 00:00:33.680000,0 days 01:25:38.145000,0 days 01:26:16.885000,0 days 01:26:50.565000,,298.0,210.0,303.0,False,1,16.0,True,0 days 01:25:19.970000,Aston Martin,VET,0.0,True,2021-12-12 13:26:19.980,0.0,90.748
596,0 days 01:28:20.875000,5,90.31,17,1,,,0 days 00:00:18.157000,0 days 00:00:38.364000,0 days 00:00:33.789000,0 days 01:27:08.722000,0 days 01:27:47.086000,0 days 01:28:20.875000,278.0,307.0,212.0,303.0,False,1,17.0,True,0 days 01:26:50.565000,Aston Martin,VET,0.0,True,2021-12-12 13:27:50.575,0.0,90.595
597,0 days 01:29:51.035000,5,90.16,18,1,,,0 days 00:00:18.184000,0 days 00:00:38.571000,0 days 00:00:33.405000,0 days 01:28:39.059000,0 days 01:29:17.630000,0 days 01:29:51.035000,279.0,294.0,212.0,299.0,False,1,18.0,True,0 days 01:28:20.875000,Aston Martin,VET,0.0,True,2021-12-12 13:29:20.885,0.0,90.31
598,0 days 01:31:21.285000,5,90.25,19,1,,,0 days 00:00:18.256000,0 days 00:00:38.564000,0 days 00:00:33.430000,0 days 01:30:09.291000,0 days 01:30:47.855000,0 days 01:31:21.285000,,294.0,211.0,299.0,False,1,19.0,True,0 days 01:29:51.035000,Aston Martin,VET,0.0,True,2021-12-12 13:30:51.045,0.0,90.16
599,0 days 01:32:52.090000,5,90.805,20,1,,,0 days 00:00:18.135000,0 days 00:00:38.355000,0 days 00:00:34.315000,0 days 01:31:39.420000,0 days 01:32:17.775000,0 days 01:32:52.090000,283.0,286.0,211.0,322.0,False,1,20.0,True,0 days 01:31:21.285000,Aston Martin,VET,0.0,True,2021-12-12 13:32:21.295,0.0,90.25
600,0 days 01:34:22.653000,5,90.563,21,1,,,0 days 00:00:18.333000,0 days 00:00:38.683000,0 days 00:00:33.547000,0 days 01:33:10.423000,0 days 01:33:49.106000,0 days 01:34:22.653000,280.0,294.0,212.0,299.0,False,1,21.0,True,0 days 01:32:52.090000,Aston Martin,VET,0.0,True,2021-12-12 13:33:52.100,0.0,90.805
601,0 days 01:35:52.745000,5,90.092,22,1,,,0 days 00:00:18.103000,0 days 00:00:38.551000,0 days 00:00:33.438000,0 days 01:34:40.756000,0 days 01:35:19.307000,0 days 01:35:52.745000,283.0,296.0,213.0,300.0,False,1,22.0,True,0 days 01:34:22.653000,Aston Martin,VET,0.0,True,2021-12-12 13:35:22.663,0.0,90.563
602,0 days 01:37:24.764000,5,90.982,23,1,,0 days 01:37:23.727000,0 days 00:00:18.164000,0 days 00:00:38.795000,0 days 00:00:35.060000,0 days 01:36:10.909000,0 days 01:36:49.704000,0 days 01:37:24.764000,278.0,293.0,,297.0,False,1,23.0,True,0 days 01:35:52.745000,Aston Martin,VET,0.0,False,2021-12-12 13:36:52.755,0.011269411751920798,90.092
603,0 days 01:39:14.983000,5,90.019,24,2,0 days 01:37:44.964000,,0 days 00:00:37.440000,0 days 00:00:37.891000,0 days 00:00:34.888000,0 days 01:38:02.204000,0 days 01:38:40.095000,0 days 01:39:14.983000,287.0,312.0,215.0,326.0,False,2,1.0,True,0 days 01:37:24.764000,Aston Martin,VET,0.0,False,2021-12-12 13:38:24.774,0.18327148676725424,90.982
606,0 days 01:43:45.870000,5,90.894,27,2,,,0 days 00:00:18.215000,0 days 00:00:37.794000,0 days 00:00:34.885000,0 days 01:42:33.191000,0 days 01:43:10.985000,0 days 01:43:45.870000,278.0,308.0,215.0,321.0,False,2,4.0,True,0 days 01:42:14.976000,Aston Martin,VET,0.0,True,2021-12-12 13:43:14.986,0.0,90.019
607,0 days 01:45:15.699000,5,89.829,28,2,,,0 days 00:00:18.577000,0 days 00:00:38.159000,0 days 00:00:33.093000,0 days 01:44:04.447000,0 days 01:44:42.606000,0 days 01:45:15.699000,283.0,292.0,213.0,318.0,False,2,5.0,True,0 days 01:43:45.870000,Aston Martin,VET,0.0,True,2021-12-12 13:44:45.880,0.0,90.894
608,0 days 01:46:45.215000,5,89.516,29,2,,,0 days 00:00:18.063000,0 days 00:00:38.349000,0 days 00:00:33.104000,0 days 01:45:33.762000,0 days 01:46:12.111000,0 days 01:46:45.215000,281.0,294.0,213.0,298.0,False,2,6.0,True,0 days 01:45:15.699000,Aston Martin,VET,0.0,True,2021-12-12 13:46:15.709,0.0,89.829
