,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate
154,0 days 00:37:03.260000,22,0 days 00:01:45.487000,2,3,,0 days 00:37:02.150000,0 days 00:00:21.393000,0 days 00:00:42.659000,0 days 00:00:41.435000,0 days 00:35:39.166000,0 days 00:36:21.825000,0 days 00:37:03.260000,255.0,225.0,,253.0,False,SOFT,1.0,True,0 days 00:35:17.773000,AlphaTauri,TSU,1,False,2021-12-11 13:20:17.957
155,0 days 00:45:08.505000,22,,3,3,0 days 00:43:11.108000,,,0 days 00:00:45.429000,0 days 00:00:45.717000,,0 days 00:44:22.798000,0 days 00:45:08.529000,252.0,262.0,229.0,257.0,False,MEDIUM,2.0,True,0 days 00:37:03.260000,AlphaTauri,TSU,2,False,2021-12-11 13:22:03.444
156,0 days 00:46:31.909000,22,0 days 00:01:23.404000,4,3,,,0 days 00:00:17.076000,,,0 days 00:45:25.620000,,,289.0,,220.0,324.0,False,MEDIUM,3.0,True,0 days 00:45:08.505000,AlphaTauri,TSU,1,False,2021-12-11 13:30:08.689
157,0 days 00:48:49.228000,22,0 days 00:02:17.319000,5,3,,,0 days 00:00:24.092000,0 days 00:00:52.057000,0 days 00:01:01.170000,0 days 00:46:56.001000,0 days 00:47:48.058000,0 days 00:48:49.228000,162.0,244.0,224.0,246.0,False,MEDIUM,4.0,True,0 days 00:46:31.909000,AlphaTauri,TSU,1,True,2021-12-11 13:31:32.093
158,0 days 00:54:21.080000,22,0 days 00:01:35.788000,6,4,,0 days 00:50:23.432000,0 days 00:00:17.117000,,,0 days 00:49:06.387000,,,291.0,,,321.0,False,MEDIUM,1.0,True,0 days 00:48:49.228000,AlphaTauri,TSU,2,False,2021-12-11 13:33:49.412
159,0 days 00:56:31.316000,22,,1,4,0 days 00:54:20.971000,,,0 days 00:00:44.115000,0 days 00:00:52.897000,,0 days 00:55:38.466000,0 days 00:56:31.324000,231.0,224.0,225.0,251.0,False,MEDIUM,2.0,True,0 days 00:54:21.080000,AlphaTauri,TSU,1,False,2021-12-11 13:39:21.264
160,0 days 00:57:54.932000,22,0 days 00:01:23.616000,2,4,,,0 days 00:00:17.126000,0 days 00:00:35.974000,0 days 00:00:30.516000,0 days 00:56:48.442000,0 days 00:57:24.416000,0 days 00:57:54.932000,290.0,310.0,220.0,322.0,False,MEDIUM,3.0,True,0 days 00:56:31.316000,AlphaTauri,TSU,2,True,2021-12-11 13:41:31.500
161,0 days 00:59:41.948000,22,0 days 00:01:47.016000,3,5,,0 days 00:59:40.817000,0 days 00:00:21.327000,0 days 00:00:44.926000,0 days 00:00:40.763000,0 days 00:58:16.259000,0 days 00:59:01.185000,0 days 00:59:41.948000,257.0,249.0,,206.0,False,MEDIUM,1.0,True,0 days 00:57:54.932000,AlphaTauri,TSU,1,False,2021-12-11 13:42:55.116
162,0 days 01:08:06.241000,22,,4,5,0 days 01:06:11.407000,,,0 days 00:00:45.839000,0 days 00:00:40.621000,,0 days 01:07:25.644000,0 days 01:08:06.244000,212.0,257.0,226.0,286.0,False,SOFT,2.0,True,0 days 00:59:41.948000,AlphaTauri,TSU,2,False,2021-12-11 13:44:42.132
163,0 days 01:09:29.252000,22,0 days 00:01:23.011000,1,5,,,0 days 00:00:17.011000,,,0 days 01:08:23.283000,,,288.0,,219.0,320.0,False,SOFT,3.0,True,0 days 01:08:06.241000,AlphaTauri,TSU,1,False,2021-12-11 13:53:06.425
164,0 days 01:11:13.949000,22,0 days 00:01:44.697000,2,6,,0 days 01:11:12.804000,0 days 00:00:22.090000,0 days 00:00:42.047000,0 days 00:00:40.560000,0 days 01:09:51.342000,0 days 01:10:33.389000,0 days 01:11:13.949000,253.0,204.0,,263.0,False,SOFT,1.0,True,0 days 01:09:29.252000,AlphaTauri,TSU,1,False,2021-12-11 13:54:29.436
165,0 days 01:16:27.641000,22,,3,6,0 days 01:14:37.275000,,,0 days 00:00:45.105000,0 days 00:00:42.183000,,0 days 01:15:45.470000,0 days 01:16:27.654000,252.0,249.0,226.0,276.0,False,SOFT,,True,0 days 01:11:13.949000,AlphaTauri,TSU,1,False,2021-12-11 13:56:14.133
166,0 days 01:17:50.861000,22,0 days 00:01:23.220000,1,6,,,0 days 00:00:17.050000,0 days 00:00:36.005000,0 days 00:00:30.165000,0 days 01:16:44.691000,0 days 01:17:20.696000,0 days 01:17:50.861000,290.0,312.0,223.0,322.0,True,SOFT,,True,0 days 01:16:27.641000,AlphaTauri,TSU,1,True,2021-12-11 14:01:27.825
167,0 days 01:19:46.417000,22,0 days 00:01:55.556000,2,6,,0 days 01:19:44.333000,0 days 00:00:23.783000,0 days 00:00:48.747000,0 days 00:00:43.026000,0 days 01:18:14.644000,0 days 01:19:03.391000,0 days 01:19:46.417000,223.0,197.0,,182.0,False,SOFT,,True,0 days 01:17:50.861000,AlphaTauri,TSU,1,False,2021-12-11 14:02:51.045
168,0 days 00:20:13.486000,31,,3,1,0 days 00:18:20.490000,,,0 days 00:00:42.966000,0 days 00:00:47.465000,,0 days 00:19:26.157000,0 days 00:20:13.748000,253.0,257.0,218.0,264.0,False,SOFT,1.0,True,0 days 00:18:20.490000,Alpine,OCO,1,False,2021-12-11 13:03:20.674
169,0 days 00:21:37.804000,31,0 days 00:01:24.318000,1,1,,,0 days 00:00:17.285000,0 days 00:00:36.492000,0 days 00:00:30.541000,0 days 00:20:30.771000,0 days 00:21:07.263000,0 days 00:21:37.804000,291.0,317.0,221.0,323.0,False,SOFT,2.0,True,0 days 00:20:13.486000,Alpine,OCO,1,True,2021-12-11 13:05:13.670
170,0 days 00:23:44.857000,31,0 days 00:02:07.053000,2,1,,,0 days 00:00:22.943000,0 days 00:00:55.808000,0 days 00:00:48.302000,0 days 00:22:00.747000,0 days 00:22:56.555000,0 days 00:23:44.857000,181.0,181.0,223.0,159.0,False,SOFT,3.0,True,0 days 00:21:37.804000,Alpine,OCO,1,True,2021-12-11 13:06:37.988
171,0 days 00:25:08.716000,31,0 days 00:01:23.859000,3,1,,,0 days 00:00:17.209000,0 days 00:00:36.325000,0 days 00:00:30.325000,0 days 00:24:02.066000,0 days 00:24:38.391000,0 days 00:25:08.716000,291.0,317.0,221.0,324.0,False,SOFT,4.0,True,0 days 00:23:44.857000,Alpine,OCO,1,True,2021-12-11 13:08:45.041
172,0 days 00:32:28.553000,31,,1,2,,0 days 00:26:58.010000,0 days 00:00:19.250000,0 days 00:00:41.674000,,0 days 00:25:27.964000,0 days 00:26:09.733000,,264.0,215.0,,269.0,False,SOFT,1.0,True,0 days 00:25:08.716000,Alpine,OCO,5,False,2021-12-11 13:10:08.900
173,0 days 00:34:42.348000,31,,2,2,0 days 00:32:28.553000,,,0 days 00:00:39.862000,0 days 00:01:11.267000,,0 days 00:33:31.081000,0 days 00:34:42.568000,273.0,276.0,222.0,305.0,False,SOFT,7.0,False,0 days 00:32:28.553000,Alpine,OCO,1,False,2021-12-11 13:17:28.737
174,0 days 00:36:06.112000,31,0 days 00:01:23.764000,3,2,,,0 days 00:00:17.240000,0 days 00:00:36.135000,0 days 00:00:30.389000,0 days 00:34:59.588000,0 days 00:35:35.723000,0 days 00:36:06.112000,291.0,319.0,219.0,324.0,False,SOFT,8.0,False,0 days 00:34:42.348000,Alpine,OCO,1,True,2021-12-11 13:19:42.532
175,0 days 00:37:55.538000,31,0 days 00:01:49.426000,4,3,,0 days 00:37:54.484000,0 days 00:00:19.847000,0 days 00:00:46.251000,0 days 00:00:43.328000,0 days 00:36:25.959000,0 days 00:37:12.210000,0 days 00:37:55.538000,255.0,192.0,,229.0,False,SOFT,6.0,False,0 days 00:36:06.112000,Alpine,OCO,1,False,2021-12-11 13:21:06.296
176,0 days 00:47:59.843000,31,,5,3,0 days 00:46:17.557000,,,0 days 00:00:42.100000,0 days 00:00:39.278000,,0 days 00:47:20.618000,0 days 00:47:59.886000,273.0,291.0,226.0,241.0,False,SOFT,2.0,True,0 days 00:37:55.538000,Alpine,OCO,2,False,2021-12-11 13:22:55.722
177,0 days 00:49:23.426000,31,0 days 00:01:23.583000,1,3,,,0 days 00:00:17.097000,0 days 00:00:36.260000,0 days 00:00:30.226000,0 days 00:48:16.940000,0 days 00:48:53.200000,0 days 00:49:23.426000,292.0,315.0,223.0,320.0,False,SOFT,3.0,True,0 days 00:47:59.843000,Alpine,OCO,1,True,2021-12-11 13:33:00.027
178,0 days 00:51:13.519000,31,0 days 00:01:50.093000,2,4,,0 days 00:51:12.412000,0 days 00:00:19.655000,0 days 00:00:45.623000,0 days 00:00:44.815000,0 days 00:49:43.081000,0 days 00:50:28.704000,0 days 00:51:13.519000,247.0,196.0,,232.0,False,SOFT,1.0,True,0 days 00:49:23.426000,Alpine,OCO,1,False,2021-12-11 13:34:23.610
179,0 days 00:57:15.379000,31,,3,4,0 days 00:54:39.736000,,,0 days 00:00:42.570000,0 days 00:01:22.816000,,0 days 00:55:52.622000,0 days 00:57:15.379000,271.0,256.0,225.0,276.0,False,SOFT,2.0,True,0 days 00:51:13.519000,Alpine,OCO,2,False,2021-12-11 13:36:13.703
180,0 days 00:58:38.799000,31,0 days 00:01:23.420000,4,4,,,0 days 00:00:17.077000,0 days 00:00:36.074000,0 days 00:00:30.269000,0 days 00:57:32.456000,0 days 00:58:08.530000,0 days 00:58:38.799000,293.0,318.0,222.0,325.0,False,SOFT,3.0,True,0 days 00:57:15.379000,Alpine,OCO,1,True,2021-12-11 13:42:15.563
181,0 days 01:00:30.064000,31,0 days 00:01:51.265000,5,5,,0 days 01:00:28.924000,0 days 00:00:21.030000,0 days 00:00:46.326000,0 days 00:00:43.909000,0 days 00:58:59.829000,0 days 00:59:46.155000,0 days 01:00:30.064000,230.0,209.0,,232.0,False,SOFT,1.0,True,0 days 00:58:38.799000,Alpine,OCO,1,False,2021-12-11 13:43:38.983
182,0 days 01:09:01.184000,31,,1,5,0 days 01:07:00.816000,,,0 days 00:00:41.103000,0 days 00:00:57.222000,,0 days 01:08:03.970000,0 days 01:09:01.208000,267.0,252.0,226.0,304.0,False,SOFT,2.0,True,0 days 01:00:30.064000,Alpine,OCO,2,False,2021-12-11 13:45:30.248
183,0 days 01:10:24.590000,31,0 days 00:01:23.406000,2,5,,,0 days 00:00:17.061000,0 days 00:00:36.053000,0 days 00:00:30.292000,0 days 01:09:18.245000,0 days 01:09:54.298000,0 days 01:10:24.590000,293.0,318.0,223.0,324.0,False,SOFT,3.0,True,0 days 01:09:01.184000,Alpine,OCO,1,True,2021-12-11 13:54:01.368
184,0 days 01:12:18.122000,31,0 days 00:01:53.532000,3,6,,0 days 01:12:17.015000,0 days 00:00:20.623000,0 days 00:00:48.832000,0 days 00:00:44.077000,0 days 01:10:45.213000,0 days 01:11:34.045000,0 days 01:12:18.122000,211.0,190.0,,201.0,False,SOFT,1.0,True,0 days 01:10:24.590000,Alpine,OCO,1,False,2021-12-11 13:55:24.774
185,0 days 01:16:35.267000,31,,1,6,0 days 01:14:38.611000,,,0 days 00:00:44.040000,0 days 00:00:46.121000,,0 days 01:15:49.146000,0 days 01:16:35.297000,267.0,265.0,227.0,282.0,False,SOFT,2.0,True,0 days 01:12:18.122000,Alpine,OCO,1,False,2021-12-11 13:57:18.306
186,0 days 01:17:58.656000,31,0 days 00:01:23.389000,2,6,,,0 days 00:00:17.053000,0 days 00:00:36.049000,0 days 00:00:30.287000,0 days 01:16:52.320000,0 days 01:17:28.369000,0 days 01:17:58.656000,294.0,317.0,224.0,324.0,True,SOFT,3.0,True,0 days 01:16:35.267000,Alpine,OCO,1,True,2021-12-11 14:01:35.451
187,0 days 01:19:58.242000,31,0 days 00:01:59.586000,3,6,,0 days 01:19:55.506000,0 days 00:00:20.990000,0 days 00:00:48.922000,0 days 00:00:49.674000,0 days 01:18:19.646000,0 days 01:19:08.568000,0 days 01:19:58.242000,210.0,190.0,,211.0,False,SOFT,4.0,True,0 days 01:17:58.656000,Alpine,OCO,1,False,2021-12-11 14:02:58.840
188,0 days 00:20:42.128000,3,,1,1,0 days 00:18:43.066000,,,0 days 00:00:43.114000,0 days 00:00:54.012000,,0 days 00:19:48.116000,0 days 00:20:42.362000,246.0,284.0,225.0,294.0,False,SOFT,1.0,True,0 days 00:18:43.066000,McLaren,RIC,1,False,2021-12-11 13:03:43.250
189,0 days 00:22:06.243000,3,0 days 00:01:24.115000,2,1,,,0 days 00:00:17.325000,0 days 00:00:36.324000,0 days 00:00:30.466000,0 days 00:20:59.453000,0 days 00:21:35.777000,0 days 00:22:06.243000,284.0,318.0,222.0,320.0,False,SOFT,2.0,True,0 days 00:20:42.128000,McLaren,RIC,1,True,2021-12-11 13:05:42.312
190,0 days 00:24:09.410000,3,0 days 00:02:03.167000,3,1,,,0 days 00:00:23.483000,0 days 00:00:57.704000,0 days 00:00:41.980000,0 days 00:22:29.726000,0 days 00:23:27.430000,0 days 00:24:09.410000,243.0,179.0,226.0,112.0,False,SOFT,3.0,True,0 days 00:22:06.243000,McLaren,RIC,1,True,2021-12-11 13:07:06.427
191,0 days 00:25:33.452000,3,0 days 00:01:23.829000,1,1,,,0 days 00:00:17.265000,,,0 days 00:24:26.726000,,,284.0,,222.0,320.0,False,SOFT,4.0,True,0 days 00:24:09.410000,McLaren,RIC,1,False,2021-12-11 13:09:09.594
192,0 days 00:32:26.057000,3,,2,2,,0 days 00:27:22.229000,0 days 00:00:19.938000,0 days 00:00:41.533000,,0 days 00:25:53.171000,0 days 00:26:34.693000,,260.0,265.0,,266.0,False,SOFT,1.0,True,0 days 00:25:33.452000,McLaren,RIC,5,False,2021-12-11 13:10:33.636
193,0 days 00:34:27.708000,3,,3,2,0 days 00:32:26.057000,,,0 days 00:00:41.324000,0 days 00:00:59.693000,,0 days 00:33:28.063000,0 days 00:34:27.964000,260.0,283.0,228.0,297.0,False,SOFT,2.0,True,0 days 00:32:26.057000,McLaren,RIC,1,False,2021-12-11 13:17:26.241
194,0 days 00:35:57.766000,3,0 days 00:01:30.058000,1,3,,0 days 00:35:56.723000,0 days 00:00:17.196000,0 days 00:00:36.068000,0 days 00:00:36.794000,0 days 00:34:44.904000,0 days 00:35:20.972000,0 days 00:35:57.766000,285.0,317.0,,319.0,False,SOFT,1.0,True,0 days 00:34:27.708000,McLaren,RIC,1,False,2021-12-11 13:19:27.892
195,0 days 00:48:38.639000,3,,2,3,0 days 00:46:47.618000,,,0 days 00:00:44.434000,0 days 00:00:44.316000,,0 days 00:47:54.366000,0 days 00:48:38.643000,252.0,292.0,228.0,276.0,False,SOFT,2.0,True,0 days 00:35:57.766000,McLaren,RIC,2,False,2021-12-11 13:20:57.950
196,0 days 00:50:02.422000,3,0 days 00:01:23.783000,3,3,,,0 days 00:00:17.168000,0 days 00:00:36.201000,0 days 00:00:30.414000,0 days 00:48:55.807000,0 days 00:49:32.008000,0 days 00:50:02.422000,285.0,318.0,222.0,320.0,False,SOFT,3.0,True,0 days 00:48:38.639000,McLaren,RIC,1,True,2021-12-11 13:33:38.823
197,0 days 00:51:42.785000,3,0 days 00:01:40.363000,1,4,,0 days 00:51:41.631000,0 days 00:00:20.609000,0 days 00:00:41.340000,0 days 00:00:38.414000,0 days 00:50:23.031000,0 days 00:51:04.371000,0 days 00:51:42.785000,254.0,285.0,,285.0,False,SOFT,1.0,True,0 days 00:50:02.422000,McLaren,RIC,2,False,2021-12-11 13:35:02.606
198,0 days 00:57:43.770000,3,,2,4,0 days 00:54:55.404000,,,0 days 00:00:42.505000,0 days 00:01:34.613000,,0 days 00:56:09.186000,0 days 00:57:43.808000,262.0,294.0,224.0,296.0,False,SOFT,2.0,True,0 days 00:51:42.785000,McLaren,RIC,2,False,2021-12-11 13:36:42.969
199,0 days 00:59:07.218000,3,0 days 00:01:23.448000,3,4,,,0 days 00:00:17.223000,0 days 00:00:35.977000,0 days 00:00:30.248000,0 days 00:58:00.993000,0 days 00:58:36.970000,0 days 00:59:07.218000,286.0,319.0,223.0,322.0,False,SOFT,3.0,True,0 days 00:57:43.770000,McLaren,RIC,1,True,2021-12-11 13:42:43.954
200,0 days 01:00:59.819000,3,0 days 00:01:52.601000,1,5,,0 days 01:00:58.684000,0 days 00:00:22.411000,0 days 00:00:44.884000,0 days 00:00:45.306000,0 days 00:59:29.629000,0 days 01:00:14.513000,0 days 01:00:59.819000,249.0,237.0,,273.0,False,SOFT,1.0,True,0 days 00:59:07.218000,McLaren,RIC,2,False,2021-12-11 13:44:07.402
201,0 days 01:08:40.098000,3,,2,5,0 days 01:06:55.291000,,,0 days 00:00:42.640000,0 days 00:00:40.452000,,0 days 01:07:59.655000,0 days 01:08:40.098000,261.0,271.0,227.0,278.0,False,SOFT,4.0,False,0 days 01:00:59.819000,McLaren,RIC,2,False,2021-12-11 13:46:00.003
202,0 days 01:10:03.587000,3,0 days 00:01:23.489000,3,5,,,0 days 00:00:17.117000,0 days 00:00:36.162000,0 days 00:00:30.210000,0 days 01:08:57.215000,0 days 01:09:33.377000,0 days 01:10:03.587000,285.0,314.0,223.0,316.0,False,SOFT,5.0,False,0 days 01:08:40.098000,McLaren,RIC,1,True,2021-12-11 13:53:40.282
203,0 days 01:11:43.237000,3,0 days 00:01:39.650000,1,6,,0 days 01:11:42.104000,0 days 00:00:18.868000,0 days 00:00:41.166000,0 days 00:00:39.616000,0 days 01:10:22.455000,0 days 01:11:03.621000,0 days 01:11:43.237000,261.0,259.0,,283.0,False,SOFT,3.0,False,0 days 01:10:03.587000,McLaren,RIC,1,False,2021-12-11 13:55:03.771
204,0 days 01:16:39.996000,3,,2,6,0 days 01:14:44.030000,,,0 days 00:00:42.978000,0 days 00:00:41.288000,,0 days 01:15:58.734000,0 days 01:16:40.008000,261.0,277.0,227.0,277.0,False,SOFT,4.0,False,0 days 01:11:43.237000,McLaren,RIC,1,False,2021-12-11 13:56:43.421
205,0 days 01:18:03.405000,3,0 days 00:01:23.409000,3,6,,,0 days 00:00:17.076000,0 days 00:00:35.980000,0 days 00:00:30.353000,0 days 01:16:57.072000,0 days 01:17:33.052000,0 days 01:18:03.405000,286.0,318.0,223.0,320.0,True,SOFT,5.0,False,0 days 01:16:39.996000,McLaren,RIC,1,True,2021-12-11 14:01:40.180
206,0 days 01:19:54.181000,3,0 days 00:01:50.776000,1,6,,0 days 01:19:52.558000,0 days 00:00:20.477000,0 days 00:00:44.478000,0 days 00:00:45.821000,0 days 01:18:23.882000,0 days 01:19:08.360000,0 days 01:19:54.181000,254.0,234.0,,212.0,False,SOFT,6.0,False,0 days 01:18:03.405000,McLaren,RIC,1,False,2021-12-11 14:03:03.589
207,0 days 00:20:27.107000,14,,2,1,0 days 00:18:21.878000,,,0 days 00:00:46.762000,0 days 00:00:55.171000,,0 days 00:19:32.088000,0 days 00:20:27.363000,257.0,237.0,223.0,255.0,False,SOFT,1.0,True,0 days 00:18:21.878000,Alpine,ALO,1,False,2021-12-11 13:03:22.062
208,0 days 00:21:51.010000,14,0 days 00:01:23.903000,3,1,,,0 days 00:00:17.218000,0 days 00:00:36.356000,0 days 00:00:30.329000,0 days 00:20:44.325000,0 days 00:21:20.681000,0 days 00:21:51.010000,291.0,318.0,221.0,324.0,False,SOFT,2.0,True,0 days 00:20:27.107000,Alpine,ALO,1,True,2021-12-11 13:05:27.291
209,0 days 00:23:59.716000,14,0 days 00:02:08.706000,4,2,,0 days 00:23:58.705000,0 days 00:00:28.200000,0 days 00:00:55.738000,0 days 00:00:44.768000,0 days 00:22:19.210000,0 days 00:23:14.948000,0 days 00:23:59.716000,141.0,202.0,,250.0,False,SOFT,1.0,True,0 days 00:21:51.010000,Alpine,ALO,1,False,2021-12-11 13:06:51.194
210,0 days 00:34:48.417000,14,,1,2,0 days 00:32:31.501000,,,0 days 00:00:45.250000,0 days 00:01:07.485000,,0 days 00:33:40.955000,0 days 00:34:48.673000,257.0,251.0,226.0,286.0,False,SOFT,5.0,False,0 days 00:23:59.716000,Alpine,ALO,5,False,2021-12-11 13:08:59.900
211,0 days 00:36:12.263000,14,0 days 00:01:23.846000,2,2,,,0 days 00:00:17.178000,0 days 00:00:36.331000,0 days 00:00:30.337000,0 days 00:35:05.595000,0 days 00:35:41.926000,0 days 00:36:12.263000,290.0,319.0,221.0,325.0,False,SOFT,6.0,False,0 days 00:34:48.417000,Alpine,ALO,1,True,2021-12-11 13:19:48.601
212,0 days 00:38:05.996000,14,0 days 00:01:53.733000,3,3,,0 days 00:38:04.958000,0 days 00:00:23.034000,0 days 00:00:45.515000,0 days 00:00:45.184000,0 days 00:36:35.297000,0 days 00:37:20.812000,0 days 00:38:05.996000,207.0,185.0,,163.0,False,SOFT,4.0,False,0 days 00:36:12.263000,Alpine,ALO,1,False,2021-12-11 13:21:12.447
213,0 days 00:48:05.515000,14,,1,3,0 days 00:46:14.316000,,,0 days 00:00:44.981000,0 days 00:00:42.947000,,0 days 00:47:22.584000,0 days 00:48:05.523000,264.0,244.0,230.0,265.0,False,SOFT,2.0,True,0 days 00:38:05.996000,Alpine,ALO,2,False,2021-12-11 13:23:06.180
214,0 days 00:49:28.975000,14,0 days 00:01:23.460000,2,3,,,0 days 00:00:17.042000,0 days 00:00:36.169000,0 days 00:00:30.249000,0 days 00:48:22.557000,0 days 00:48:58.726000,0 days 00:49:28.975000,292.0,319.0,223.0,324.0,True,SOFT,3.0,True,0 days 00:48:05.515000,Alpine,ALO,1,True,2021-12-11 13:33:05.699
215,0 days 00:51:24.447000,14,0 days 00:01:55.472000,3,4,,0 days 00:51:23.296000,0 days 00:00:22.638000,0 days 00:00:47.142000,0 days 00:00:45.692000,0 days 00:49:51.613000,0 days 00:50:38.755000,0 days 00:51:24.447000,251.0,203.0,,190.0,False,SOFT,1.0,True,0 days 00:49:28.975000,Alpine,ALO,2,False,2021-12-11 13:34:29.159
216,0 days 00:56:21.060000,14,,1,4,0 days 00:54:27.057000,,,0 days 00:00:43.011000,0 days 00:00:44.107000,,0 days 00:55:36.983000,0 days 00:56:21.097000,237.0,251.0,229.0,295.0,False,SOFT,2.0,True,0 days 00:51:24.447000,Alpine,ALO,1,False,2021-12-11 13:36:24.631
217,0 days 00:57:44.683000,14,0 days 00:01:23.623000,2,4,,,0 days 00:00:16.985000,0 days 00:00:36.280000,0 days 00:00:30.358000,0 days 00:56:38.045000,0 days 00:57:14.325000,0 days 00:57:44.683000,292.0,314.0,222.0,320.0,False,SOFT,3.0,True,0 days 00:56:21.060000,Alpine,ALO,2,True,2021-12-11 13:41:21.244
218,0 days 00:59:43.443000,14,0 days 00:01:58.760000,3,4,,0 days 00:59:42.155000,0 days 00:00:28.738000,0 days 00:00:47.966000,0 days 00:00:42.056000,0 days 00:58:13.421000,0 days 00:59:01.387000,0 days 00:59:43.443000,209.0,218.0,,186.0,False,SOFT,4.0,True,0 days 00:57:44.683000,Alpine,ALO,1,False,2021-12-11 13:42:44.867
219,0 days 00:17:24.995000,10,,1,1,0 days 00:15:14.891000,,,0 days 00:00:47.241000,0 days 00:00:52.023000,,0 days 00:16:32.989000,0 days 00:17:25.220000,217.0,258.0,220.0,293.0,False,SOFT,1.0,True,0 days 00:15:14.891000,AlphaTauri,GAS,1,False,2021-12-11 13:00:15.075
220,0 days 00:18:48.962000,10,0 days 00:01:23.967000,2,1,,,0 days 00:00:17.293000,0 days 00:00:36.222000,0 days 00:00:30.452000,0 days 00:17:42.288000,0 days 00:18:18.510000,0 days 00:18:48.962000,287.0,318.0,222.0,322.0,False,SOFT,2.0,True,0 days 00:17:24.995000,AlphaTauri,GAS,1,True,2021-12-11 13:02:25.179
221,0 days 00:21:13.488000,10,0 days 00:02:24.526000,3,1,,,0 days 00:00:26.518000,0 days 00:01:04.858000,0 days 00:00:53.150000,0 days 00:19:15.480000,0 days 00:20:20.338000,0 days 00:21:13.488000,140.0,172.0,160.0,149.0,False,SOFT,3.0,True,0 days 00:18:48.962000,AlphaTauri,GAS,1,True,2021-12-11 13:03:49.146
222,0 days 00:23:21.101000,10,0 days 00:02:07.613000,4,1,,,0 days 00:00:31.277000,0 days 00:00:47.387000,0 days 00:00:48.949000,0 days 00:21:44.765000,0 days 00:22:32.152000,0 days 00:23:21.101000,218.0,180.0,225.0,284.0,False,SOFT,4.0,True,0 days 00:21:13.488000,AlphaTauri,GAS,1,True,2021-12-11 13:06:13.672
223,0 days 00:24:44.943000,10,0 days 00:01:23.842000,5,1,,,0 days 00:00:17.267000,0 days 00:00:36.219000,0 days 00:00:30.356000,0 days 00:23:38.368000,0 days 00:24:14.587000,0 days 00:24:44.943000,287.0,318.0,222.0,321.0,False,SOFT,5.0,True,0 days 00:23:21.101000,AlphaTauri,GAS,1,True,2021-12-11 13:08:21.285
224,0 days 00:26:23.824000,10,0 days 00:01:38.881000,6,2,,0 days 00:26:22.767000,0 days 00:00:18.978000,0 days 00:00:41.324000,0 days 00:00:38.579000,0 days 00:25:03.921000,0 days 00:25:45.245000,0 days 00:26:23.824000,262.0,275.0,,275.0,False,SOFT,1.0,True,0 days 00:24:44.943000,AlphaTauri,GAS,1,False,2021-12-11 13:09:45.127
225,0 days 00:34:06.201000,10,,1,2,0 days 00:31:49.579000,,,0 days 00:00:44.274000,0 days 00:01:05.300000,,0 days 00:33:00.917000,0 days 00:34:06.433000,192.0,292.0,225.0,295.0,False,SOFT,2.0,True,0 days 00:26:23.824000,AlphaTauri,GAS,5,False,2021-12-11 13:11:24.008
226,0 days 00:35:29.690000,10,0 days 00:01:23.489000,2,2,,,0 days 00:00:17.275000,0 days 00:00:36.058000,0 days 00:00:30.156000,0 days 00:34:23.476000,0 days 00:34:59.534000,0 days 00:35:29.690000,287.0,318.0,223.0,321.0,False,SOFT,3.0,True,0 days 00:34:06.201000,AlphaTauri,GAS,1,True,2021-12-11 13:19:06.385
227,0 days 00:37:18.094000,10,0 days 00:01:48.404000,3,3,,0 days 00:37:17.034000,0 days 00:00:21.080000,0 days 00:00:44.849000,0 days 00:00:42.475000,0 days 00:35:50.770000,0 days 00:36:35.619000,0 days 00:37:18.094000,251.0,264.0,,252.0,False,SOFT,1.0,True,0 days 00:35:29.690000,AlphaTauri,GAS,1,False,2021-12-11 13:20:29.874
228,0 days 00:45:04.237000,10,,4,3,0 days 00:43:09.404000,,,0 days 00:00:45.707000,0 days 00:00:43.464000,,0 days 00:44:20.790000,0 days 00:45:04.257000,244.0,268.0,229.0,263.0,False,MEDIUM,2.0,True,0 days 00:37:18.094000,AlphaTauri,GAS,2,False,2021-12-11 13:22:18.278
229,0 days 00:46:28.652000,10,0 days 00:01:24.415000,1,3,,,0 days 00:00:17.038000,0 days 00:00:35.999000,0 days 00:00:31.378000,0 days 00:45:21.275000,0 days 00:45:57.274000,0 days 00:46:28.652000,289.0,320.0,222.0,323.0,False,MEDIUM,3.0,True,0 days 00:45:04.237000,AlphaTauri,GAS,1,True,2021-12-11 13:30:04.421
230,0 days 00:48:45.655000,10,0 days 00:02:17.003000,2,3,,,0 days 00:00:25.675000,0 days 00:00:51.244000,0 days 00:01:00.084000,0 days 00:46:54.327000,0 days 00:47:45.571000,0 days 00:48:45.655000,226.0,230.0,226.0,263.0,False,MEDIUM,4.0,True,0 days 00:46:28.652000,AlphaTauri,GAS,1,True,2021-12-11 13:31:28.836
